EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
Rm1386,34.0,26-35,No,Travel_Rarely,1239.0,Sales,0.0,4.0,Medical,1951.0,4.0,Male,39.0,3.0,3.0,Sales Executive,3.0,Divorced,8628.0,5K-10K,22914.0,1.0,Y,No,18.0,3.0,3.0,80.0,1.0,9.0,2.0,2.0,8.0,7.0,1.0,1.0
Rm961,41.0,36-45,No,Travel_Frequently,1018.0,Sales,1.0,3.0,Marketing,1349.0,3.0,Female,0.0,3.0,2.0,Sales Executive,1.0,Divorced,4103.0,Upto 5K,4297.0,0.0,Y,No,17.0,3.0,4.0,80.0,1.0,10.0,2.0,3.0,9.0,3.0,1.0,7.0
Rm604,45.0,36-45,No,Travel_Rarely,252.0,Research & Development,2.0,3.0,Life Sciences,834.0,2.0,Female,95.0,2.0,1.0,Research Scientist,3.0,Single,2274.0,Upto 5K,6153.0,1.0,Unknown,No,14.0,3.0,4.0,80.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0
Rm676,31.0,26-35,No,Travel_Rarely,154.0,Sales,7.0,4.0,Life Sciences,941.0,2.0,Male,41.0,2.0,1.0,Sales Representative,3.0,Unknown,2329.0,Upto 5K,11737.0,3.0,Unknown,No,15.0,3.0,2.0,80.0,0.0,13.0,2.0,4.0,7.0,7.0,0.0,2.0
Rm1185,54.0,46-55,No,Travel_Rarely,584.0,Research & Development,0.0,5.0,Medical,1665.0,2.0,Female,91.0,3.0,4.0,Manager,3.0,Married,17426.0,15K+,18685.0,3.0,Y,No,25.0,4.0,3.0,80.0,0.0,36.0,6.0,3.0,10.0,8.0,4.0,7.0
Rm060,37.0,36-45,No,Travel_Rarely,1115.0,Research & Development,1.0,4.0,Life Sciences,77.0,1.0,Male,51.0,2.0,2.0,Manufacturing Director,3.0,Divorced,0.0,5K-10K,2689.0,1.0,Y,No,18.0,3.0,3.0,80.0,1.0,7.0,2.0,4.0,7.0,5.0,0.0,7.0
Rm1397,53.0,46-55,Yes,Travel_Rarely,1168.0,Sales,24.0,4.0,Life Sciences,1968.0,1.0,Male,66.0,3.0,3.0,Unknown,1.0,Single,10448.0,10K-15K,5843.0,6.0,Y,Yes,13.0,3.0,2.0,80.0,0.0,15.0,2.0,2.0,2.0,2.0,2.0,2.0
Rm175,35.0,36-45,No,Travel_Rarely,1268.0,Sales,4.0,2.0,Life Sciences,240.0,3.0,Female,30.0,3.0,2.0,Sales Executive,1.0,Divorced,5006.0,5K-10K,6319.0,4.0,Y,Yes,11.0,3.0,1.0,80.0,1.0,9.0,3.0,4.0,5.0,4.0,0.0,3.0
Rm1094,42.0,36-45,No,Travel_Frequently,288.0,Unknown,0.0,3.0,Life Sciences,1547.0,4.0,Male,40.0,3.0,3.0,Healthcare Representative,4.0,Married,10124.0,10K-15K,18611.0,2.0,Y,Yes,14.0,3.0,3.0,80.0,1.0,24.0,3.0,1.0,20.0,8.0,13.0,9.0
Rm769,40.0,36-45,No,Travel_Rarely,300.0,Sales,26.0,3.0,Marketing,1066.0,3.0,Male,74.0,3.0,2.0,Sales Executive,1.0,Married,8396.0,5K-10K,22217.0,1.0,Y,No,14.0,3.0,2.0,80.0,1.0,8.0,3.0,2.0,7.0,7.0,7.0,5.0
Rm1116,34.0,26-35,No,Travel_Rarely,479.0,Research & Development,7.0,3.0,Medical,1577.0,1.0,Male,35.0,3.0,1.0,Research Scientist,4.0,Single,2972.0,Unknown,22061.0,1.0,Y,No,13.0,3.0,3.0,80.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0
Rm1197,41.0,36-45,No,Travel_Rarely,1206.0,Sales,23.0,2.0,Life Sciences,1678.0,4.0,Male,80.0,3.0,3.0,Sales Executive,3.0,Single,7082.0,5K-10K,11591.0,0.0,Y,Yes,16.0,0.0,4.0,80.0,0.0,21.0,2.0,3.0,2.0,0.0,0.0,2.0
Rm1298,26.0,26-35,Yes,Travel_Rarely,0.0,Human Resources,20.0,2.0,Medical,1818.0,4.0,Female,69.0,3.0,1.0,Human Resources,2.0,Unknown,2148.0,Upto 5K,6889.0,0.0,Y,Yes,0.0,3.0,3.0,80.0,0.0,6.0,3.0,3.0,5.0,1.0,1.0,4.0
Rm269,45.0,36-45,No,Travel_Rarely,1385.0,Research & Development,20.0,3.0,Medical,372.0,3.0,Male,79.0,3.0,4.0,Healthcare Representative,4.0,Married,13496.0,10K-15K,7501.0,0.0,Y,Yes,14.0,3.0,2.0,80.0,0.0,0.0,2.0,3.0,20.0,0.0,4.0,10.0
Rm993,39.0,36-45,No,Non-Travel,1485.0,Unknown,25.0,2.0,Life Sciences,1397.0,3.0,Male,71.0,3.0,0.0,Healthcare Representative,3.0,Married,10920.0,10K-15K,3449.0,3.0,Y,No,21.0,4.0,3.0,0.0,1.0,13.0,2.0,3.0,6.0,4.0,0.0,5.0
Rm702,53.0,46-55,No,Travel_Rarely,1376.0,Sales,2.0,2.0,Unknown,981.0,3.0,Male,45.0,3.0,4.0,Manager,3.0,Divorced,14852.0,10K-15K,13938.0,6.0,Y,No,13.0,3.0,3.0,80.0,1.0,22.0,3.0,4.0,17.0,13.0,15.0,2.0
Rm458,18.0,18-25,Yes,Travel_Frequently,1306.0,Sales,5.0,3.0,Marketing,614.0,2.0,Male,69.0,3.0,1.0,Sales Representative,2.0,Single,1878.0,Upto 5K,8059.0,1.0,Y,Yes,14.0,3.0,4.0,80.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
Rm019,35.0,46-55,No,Travel_Rarely,1219.0,Sales,2.0,4.0,Life Sciences,23.0,1.0,Female,78.0,2.0,4.0,Manager,4.0,Married,15427.0,15K+,22021.0,2.0,Y,No,16.0,3.0,3.0,80.0,0.0,31.0,3.0,3.0,25.0,8.0,3.0,7.0
Rm1139,50.0,46-55,Unknown,Travel_Frequently,1234.0,Research & Development,20.0,5.0,Medical,1606.0,2.0,Male,41.0,3.0,4.0,Healthcare Representative,3.0,Married,11245.0,10K-15K,20689.0,2.0,Y,Yes,15.0,3.0,3.0,80.0,1.0,32.0,3.0,3.0,30.0,8.0,12.0,13.0
Rm1002,37.0,36-45,Unknown,Travel_Rarely,1462.0,Research & Development,11.0,3.0,Medical,1411.0,1.0,Female,94.0,3.0,1.0,Laboratory Technician,3.0,Single,3629.0,Upto 5K,19106.0,4.0,Y,Unknown,18.0,3.0,1.0,80.0,0.0,8.0,6.0,3.0,3.0,2.0,0.0,2.0
Rm815,40.0,36-45,Unknown,Travel_Rarely,1308.0,Research & Development,0.0,3.0,Medical,1128.0,3.0,Male,44.0,2.0,5.0,Research Director,3.0,Single,19626.0,15K+,17544.0,1.0,Y,No,14.0,3.0,1.0,80.0,0.0,21.0,2.0,4.0,20.0,0.0,4.0,9.0
Rm369,40.0,36-45,Yes,Travel_Rarely,575.0,Sales,22.0,2.0,Marketing,492.0,3.0,Male,68.0,2.0,2.0,Sales Executive,3.0,Married,6380.0,5K-10K,6110.0,2.0,Unknown,Yes,12.0,3.0,1.0,80.0,2.0,8.0,6.0,3.0,6.0,4.0,1.0,0.0
Rm1464,31.0,26-35,Unknown,Non-Travel,325.0,Research & Development,5.0,3.0,Unknown,2057.0,2.0,Male,74.0,3.0,2.0,Manufacturing Director,3.0,Single,9936.0,5K-10K,3787.0,0.0,Y,No,19.0,3.0,2.0,80.0,0.0,0.0,2.0,3.0,9.0,4.0,1.0,7.0
Rm1091,35.0,26-35,No,Travel_Rarely,441.0,Research & Development,8.0,1.0,Other,1544.0,3.0,Female,39.0,1.0,2.0,Healthcare Representative,1.0,Married,9715.0,5K-10K,7288.0,3.0,Y,No,0.0,3.0,3.0,80.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,0.0
Rm781,28.0,26-35,Yes,Non-Travel,1366.0,Research & Development,24.0,3.0,Technical Degree,1082.0,2.0,Male,72.0,2.0,3.0,Unknown,1.0,Unknown,8722.0,5K-10K,12355.0,1.0,Y,No,12.0,3.0,1.0,80.0,0.0,10.0,2.0,2.0,10.0,7.0,1.0,9.0
Rm1470,34.0,26-35,No,Travel_Rarely,628.0,Research & Development,8.0,3.0,Medical,2068.0,2.0,Male,82.0,4.0,2.0,Laboratory Technician,3.0,Married,4404.0,Upto 5K,10228.0,2.0,Y,No,12.0,3.0,1.0,80.0,0.0,6.0,3.0,4.0,4.0,3.0,1.0,2.0
Rm374,27.0,26-35,No,Travel_Rarely,1469.0,Research & Development,1.0,2.0,Medical,497.0,4.0,Male,82.0,3.0,1.0,Laboratory Technician,2.0,Divorced,3816.0,Upto 5K,17881.0,1.0,Y,No,11.0,3.0,2.0,80.0,1.0,5.0,2.0,3.0,0.0,2.0,0.0,4.0
Rm713,33.0,26-35,No,Travel_Rarely,0.0,Research & Development,13.0,1.0,Life Sciences,995.0,2.0,Female,53.0,3.0,1.0,Unknown,4.0,Single,3452.0,Upto 5K,17241.0,3.0,Y,No,18.0,3.0,1.0,80.0,0.0,5.0,4.0,3.0,3.0,2.0,0.0,2.0
Rm774,36.0,36-45,No,Travel_Rarely,796.0,Research & Development,12.0,5.0,Medical,1073.0,4.0,Female,51.0,2.0,3.0,Manufacturing Director,4.0,Single,8858.0,5K-10K,15669.0,0.0,Y,No,11.0,3.0,2.0,80.0,0.0,15.0,2.0,2.0,14.0,8.0,7.0,8.0
Rm740,27.0,26-35,No,Travel_Rarely,1055.0,Research & Development,2.0,4.0,Life Sciences,1027.0,1.0,Female,47.0,3.0,2.0,Manufacturing Director,4.0,Married,4227.0,Upto 5K,4658.0,0.0,Y,No,18.0,3.0,2.0,80.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0
Rm101,37.0,36-45,Yes,Travel_Rarely,807.0,Human Resources,6.0,4.0,Human Resources,133.0,3.0,Male,63.0,3.0,1.0,Human Resources,1.0,Divorced,2073.0,Upto 5K,23648.0,4.0,Y,Unknown,0.0,4.0,4.0,80.0,0.0,7.0,3.0,3.0,3.0,2.0,0.0,2.0
Rm106,59.0,55+,No,Non-Travel,1420.0,Human Resources,2.0,4.0,Human Resources,140.0,3.0,Female,32.0,2.0,5.0,Manager,4.0,Married,18844.0,15K+,21922.0,9.0,Y,No,21.0,4.0,4.0,80.0,1.0,30.0,3.0,3.0,3.0,2.0,2.0,2.0
Rm285,26.0,26-35,No,Travel_Frequently,496.0,Research & Development,11.0,2.0,Medical,390.0,1.0,Male,60.0,3.0,2.0,Healthcare Representative,1.0,Married,4741.0,Upto 5K,22722.0,1.0,Y,Yes,13.0,3.0,3.0,80.0,1.0,5.0,3.0,3.0,5.0,0.0,3.0,3.0
Rm719,45.0,36-45,No,Non-Travel,248.0,Research & Development,23.0,2.0,Life Sciences,1002.0,4.0,Male,0.0,3.0,2.0,Laboratory Technician,1.0,Married,3633.0,Upto 5K,14039.0,1.0,Y,Yes,15.0,3.0,3.0,80.0,1.0,9.0,2.0,3.0,9.0,8.0,0.0,8.0
Rm741,35.0,26-35,Unknown,Travel_Rarely,802.0,Research & Development,10.0,3.0,Other,1028.0,2.0,Male,45.0,3.0,1.0,Laboratory Technician,4.0,Divorced,3917.0,Upto 5K,9541.0,1.0,Y,No,20.0,4.0,1.0,80.0,1.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0
Rm1318,27.0,26-35,No,Travel_Frequently,0.0,Research & Development,0.0,2.0,Life Sciences,1850.0,3.0,Female,53.0,3.0,1.0,Laboratory Technician,4.0,Single,2379.0,Upto 5K,19826.0,0.0,Y,Yes,14.0,3.0,3.0,80.0,0.0,6.0,3.0,2.0,5.0,4.0,0.0,2.0
Rm499,22.0,18-25,No,Travel_Rarely,604.0,Research & Development,6.0,3.0,Medical,675.0,1.0,Unknown,69.0,3.0,1.0,Research Scientist,3.0,Married,2773.0,Upto 5K,12145.0,0.0,Y,No,20.0,4.0,4.0,80.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0
Rm091,40.0,36-45,No,Travel_Frequently,530.0,Research & Development,1.0,4.0,Life Sciences,119.0,3.0,Male,78.0,2.0,4.0,Healthcare Representative,2.0,Married,13503.0,10K-15K,14115.0,1.0,Y,No,22.0,4.0,4.0,80.0,1.0,22.0,3.0,2.0,22.0,3.0,11.0,11.0
Rm1328,46.0,46-55,No,Travel_Rarely,1319.0,Sales,3.0,3.0,Technical Degree,1863.0,1.0,Female,45.0,4.0,4.0,Unknown,1.0,Divorced,13225.0,10K-15K,7739.0,0.0,Y,No,12.0,3.0,4.0,80.0,1.0,25.0,5.0,3.0,19.0,17.0,2.0,8.0
Rm143,38.0,36-45,No,Travel_Rarely,364.0,Research & Development,3.0,5.0,Technical Degree,193.0,4.0,Female,32.0,3.0,2.0,Research Scientist,3.0,Single,4317.0,Upto 5K,2302.0,3.0,Y,Yes,20.0,4.0,2.0,80.0,0.0,19.0,2.0,3.0,3.0,2.0,2.0,0.0
Rm1065,30.0,26-35,No,Travel_Rarely,330.0,Human Resources,0.0,3.0,Life Sciences,1499.0,3.0,Male,0.0,3.0,1.0,Human Resources,3.0,Divorced,2064.0,Upto 5K,15428.0,0.0,Y,No,21.0,4.0,1.0,80.0,1.0,6.0,3.0,4.0,5.0,3.0,1.0,3.0
Rm459,35.0,36-45,No,Non-Travel,1094.0,Sales,28.0,3.0,Other,615.0,3.0,Male,58.0,1.0,3.0,Sales Executive,3.0,Divorced,10932.0,10K-15K,11373.0,3.0,Y,No,15.0,3.0,3.0,0.0,1.0,20.0,2.0,3.0,1.0,0.0,0.0,1.0
Rm687,41.0,36-45,No,Travel_Rarely,263.0,Research & Development,6.0,3.0,Medical,957.0,4.0,Male,59.0,3.0,1.0,Laboratory Technician,1.0,Single,4721.0,Upto 5K,3119.0,2.0,Y,Yes,13.0,3.0,3.0,80.0,0.0,20.0,3.0,3.0,18.0,13.0,2.0,17.0
Rm1275,31.0,26-35,No,Travel_Rarely,196.0,Sales,29.0,4.0,Unknown,1784.0,1.0,Female,91.0,2.0,2.0,Sales Executive,4.0,Married,5468.0,5K-10K,13402.0,1.0,Y,No,14.0,3.0,1.0,80.0,2.0,13.0,3.0,3.0,12.0,7.0,5.0,7.0
Rm627,32.0,26-35,No,Travel_Rarely,638.0,Research & Development,8.0,2.0,Medical,1784.0,3.0,Female,91.0,4.0,2.0,Research Scientist,3.0,Married,5175.0,5K-10K,22162.0,5.0,Y,Unknown,12.0,3.0,3.0,80.0,0.0,9.0,3.0,2.0,5.0,3.0,1.0,3.0
Rm946,50.0,46-55,No,Travel_Rarely,1322.0,Research & Development,0.0,3.0,Life Sciences,1317.0,4.0,Female,43.0,3.0,4.0,Research Director,1.0,Married,16880.0,15K+,22422.0,4.0,Y,Yes,11.0,3.0,2.0,80.0,0.0,25.0,2.0,3.0,3.0,2.0,1.0,2.0
Rm494,44.0,36-45,No,Travel_Rarely,1112.0,Human Resources,1.0,4.0,Life Sciences,665.0,1.0,Female,50.0,2.0,2.0,Human Resources,3.0,Single,5985.0,5K-10K,26894.0,4.0,Y,No,11.0,3.0,2.0,80.0,0.0,10.0,1.0,4.0,2.0,2.0,0.0,2.0
Rm1178,50.0,46-55,No,Travel_Rarely,813.0,Research & Development,17.0,5.0,Life Sciences,1656.0,4.0,Female,50.0,2.0,3.0,Research Director,1.0,Divorced,13269.0,10K-15K,21981.0,5.0,Y,No,15.0,3.0,3.0,80.0,3.0,19.0,3.0,3.0,14.0,11.0,1.0,11.0
Rm1295,41.0,36-45,No,Travel_Rarely,447.0,Research & Development,5.0,3.0,Life Sciences,1814.0,2.0,Male,85.0,4.0,2.0,Healthcare Representative,2.0,Single,6870.0,5K-10K,15530.0,3.0,Unknown,No,12.0,3.0,1.0,80.0,0.0,11.0,3.0,3.0,3.0,2.0,0.0,2.0
Rm376,49.0,46-55,No,Travel_Rarely,1261.0,Research & Development,7.0,3.0,Other,499.0,2.0,Male,31.0,2.0,3.0,Healthcare Representative,3.0,Single,10965.0,Unknown,12066.0,8.0,Y,No,24.0,4.0,3.0,80.0,0.0,26.0,2.0,3.0,5.0,2.0,0.0,0.0
Rm334,43.0,36-45,No,Travel_Rarely,1001.0,Research & Development,7.0,3.0,Life Sciences,451.0,3.0,Female,0.0,3.0,3.0,Healthcare Representative,1.0,Married,0.0,5K-10K,9262.0,8.0,Y,No,16.0,3.0,3.0,80.0,1.0,10.0,1.0,2.0,1.0,0.0,0.0,0.0
Rm044,27.0,26-35,No,Travel_Frequently,994.0,Sales,8.0,3.0,Life Sciences,451.0,4.0,Male,37.0,3.0,3.0,Sales Executive,3.0,Single,8726.0,5K-10K,2975.0,1.0,Y,No,15.0,3.0,4.0,80.0,0.0,9.0,0.0,3.0,9.0,8.0,1.0,7.0
Rm290,28.0,26-35,No,Travel_Rarely,1117.0,Research & Development,8.0,2.0,Life Sciences,451.0,4.0,Female,66.0,3.0,1.0,Research Scientist,4.0,Single,3310.0,Upto 5K,4488.0,1.0,Y,No,21.0,0.0,4.0,80.0,0.0,5.0,3.0,3.0,5.0,3.0,0.0,2.0
Rm118,36.0,36-45,No,Travel_Frequently,1467.0,Sales,11.0,2.0,Technical Degree,154.0,2.0,Female,92.0,3.0,3.0,Sales Executive,4.0,Married,9738.0,5K-10K,22952.0,0.0,Y,No,14.0,3.0,3.0,80.0,1.0,10.0,6.0,3.0,9.0,7.0,2.0,0.0
Rm527,39.0,36-45,No,Travel_Rarely,408.0,Research & Development,2.0,4.0,Technical Degree,721.0,4.0,Female,80.0,2.0,0.0,Healthcare Representative,3.0,Single,4553.0,Upto 5K,20978.0,1.0,Y,No,11.0,3.0,1.0,80.0,0.0,20.0,4.0,3.0,20.0,7.0,11.0,10.0
Rm301,41.0,36-45,No,Travel_Rarely,334.0,Sales,2.0,4.0,Life Sciences,410.0,4.0,Male,88.0,3.0,4.0,Manager,2.0,Single,0.0,15K+,15896.0,1.0,Y,No,19.0,0.0,2.0,80.0,0.0,22.0,2.0,3.0,22.0,0.0,0.0,4.0
Rm542,36.0,36-45,No,Non-Travel,427.0,Research & Development,8.0,3.0,Life Sciences,742.0,1.0,Female,63.0,4.0,3.0,Research Director,1.0,Married,11713.0,10K-15K,20335.0,9.0,Y,No,14.0,3.0,1.0,80.0,1.0,10.0,2.0,3.0,8.0,7.0,0.0,5.0
Rm552,39.0,36-45,No,Travel_Rarely,141.0,Human Resources,3.0,3.0,Human Resources,760.0,3.0,Female,44.0,4.0,2.0,Human Resources,2.0,Married,6389.0,5K-10K,18767.0,9.0,Y,No,15.0,3.0,3.0,80.0,1.0,12.0,3.0,1.0,8.0,3.0,3.0,6.0
Rm147,30.0,26-35,No,Travel_Rarely,1427.0,Research & Development,2.0,1.0,Medical,198.0,2.0,Male,35.0,2.0,1.0,Laboratory Technician,4.0,Unknown,2720.0,Upto 5K,11162.0,0.0,Y,No,13.0,3.0,4.0,80.0,0.0,6.0,3.0,3.0,5.0,3.0,1.0,0.0
Rm926,42.0,36-45,Unknown,Travel_Rarely,603.0,Research & Development,7.0,4.0,Medical,1292.0,2.0,Female,78.0,4.0,2.0,Research Scientist,2.0,Married,2372.0,Upto 5K,5628.0,6.0,Y,Yes,16.0,3.0,4.0,80.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0
Rm1204,53.0,46-55,No,Travel_Rarely,1395.0,Research & Development,24.0,4.0,Medical,1689.0,2.0,Male,48.0,4.0,3.0,Healthcare Representative,4.0,Married,7005.0,5K-10K,3458.0,3.0,Y,No,15.0,3.0,3.0,80.0,0.0,11.0,2.0,3.0,4.0,3.0,0.0,2.0
Rm553,56.0,55+,No,Travel_Rarely,832.0,Research & Development,9.0,3.0,Medical,762.0,3.0,Male,81.0,3.0,4.0,Healthcare Representative,4.0,Married,11103.0,10K-15K,20420.0,7.0,Y,No,11.0,3.0,3.0,80.0,0.0,30.0,1.0,2.0,10.0,7.0,1.0,1.0
Rm213,27.0,26-35,No,Travel_Frequently,1242.0,Sales,20.0,3.0,Life Sciences,293.0,4.0,Female,0.0,3.0,2.0,Sales Executive,3.0,Single,9981.0,5K-10K,12916.0,1.0,Y,No,14.0,3.0,4.0,80.0,0.0,7.0,2.0,3.0,7.0,7.0,0.0,7.0
Rm498,44.0,36-45,No,Travel_Rarely,1315.0,Research & Development,0.0,4.0,Other,671.0,4.0,Male,35.0,3.0,5.0,Manager,4.0,Married,19513.0,15K+,9358.0,4.0,Y,Yes,12.0,3.0,1.0,80.0,1.0,26.0,2.0,4.0,2.0,2.0,0.0,1.0
Rm963,51.0,46-55,No,Travel_Rarely,770.0,Human Resources,5.0,3.0,Life Sciences,1352.0,3.0,Male,84.0,3.0,4.0,Manager,2.0,Divorced,14026.0,10K-15K,17588.0,1.0,Y,Yes,11.0,3.0,2.0,80.0,1.0,33.0,2.0,3.0,33.0,9.0,0.0,10.0
Rm899,43.0,36-45,No,Travel_Rarely,920.0,Research & Development,3.0,3.0,Life Sciences,1255.0,3.0,Male,96.0,1.0,5.0,Research Director,4.0,Married,19740.0,15K+,18625.0,0.0,Y,No,14.0,3.0,2.0,80.0,1.0,25.0,2.0,3.0,8.0,7.0,0.0,7.0
Rm666,47.0,46-55,No,Travel_Rarely,0.0,Unknown,2.0,4.0,Life Sciences,925.0,4.0,Female,65.0,2.0,1.0,Sales Representative,4.0,Unknown,3294.0,Upto 5K,13137.0,1.0,Y,Yes,18.0,3.0,1.0,80.0,0.0,3.0,0.0,2.0,3.0,2.0,1.0,2.0
Rm957,56.0,55+,No,Travel_Rarely,0.0,Human Resources,8.0,3.0,Life Sciences,1338.0,4.0,Male,99.0,3.0,5.0,Manager,2.0,Single,19717.0,15K+,4022.0,6.0,Y,No,14.0,3.0,1.0,80.0,0.0,36.0,4.0,3.0,7.0,3.0,7.0,7.0
Rm832,31.0,26-35,Yes,Travel_Frequently,874.0,Research & Development,15.0,3.0,Medical,1160.0,3.0,Male,72.0,3.0,1.0,Laboratory Technician,3.0,Married,2610.0,Upto 5K,6233.0,1.0,Y,No,12.0,3.0,3.0,0.0,1.0,2.0,5.0,2.0,0.0,2.0,2.0,0.0
Rm010,36.0,36-45,No,Travel_Rarely,1299.0,Research & Development,27.0,3.0,Medical,13.0,3.0,Male,94.0,3.0,2.0,Healthcare Representative,3.0,Married,5237.0,Unknown,16577.0,6.0,Y,No,13.0,3.0,2.0,80.0,2.0,17.0,3.0,2.0,7.0,7.0,7.0,7.0
Rm711,33.0,26-35,No,Non-Travel,722.0,Sales,17.0,3.0,Life Sciences,992.0,4.0,Male,38.0,3.0,4.0,Manager,3.0,Single,17444.0,15K+,20489.0,0.0,Y,No,11.0,3.0,4.0,80.0,0.0,10.0,0.0,3.0,10.0,8.0,6.0,0.0
Rm104,34.0,26-35,No,Travel_Rarely,665.0,Research & Development,6.0,4.0,Other,138.0,1.0,Female,41.0,3.0,2.0,Research Scientist,3.0,Single,4809.0,Upto 5K,12482.0,1.0,Y,No,14.0,3.0,3.0,80.0,0.0,0.0,3.0,3.0,16.0,13.0,2.0,10.0
Rm1385,34.0,26-35,No,Travel_Rarely,937.0,Sales,1.0,3.0,Marketing,1950.0,1.0,Male,32.0,3.0,3.0,Sales Executive,4.0,Single,0.0,5K-10K,6770.0,1.0,Y,No,21.0,4.0,1.0,80.0,0.0,14.0,3.0,3.0,14.0,8.0,2.0,1.0
Rm639,25.0,18-25,No,Travel_Rarely,0.0,Sales,4.0,1.0,Marketing,885.0,3.0,Male,87.0,2.0,2.0,Sales Executive,1.0,Married,4256.0,Upto 5K,18154.0,1.0,Y,No,12.0,3.0,1.0,80.0,0.0,5.0,1.0,4.0,5.0,2.0,0.0,3.0
Rm1390,35.0,26-35,No,Travel_Frequently,1125.0,Research & Development,1.0,3.0,Life Sciences,1956.0,4.0,Male,48.0,1.0,2.0,Research Scientist,1.0,Married,5003.0,5K-10K,5771.0,1.0,Y,No,21.0,4.0,2.0,80.0,0.0,10.0,6.0,3.0,10.0,8.0,8.0,0.0
Rm009,38.0,36-45,No,Travel_Frequently,216.0,Research & Development,23.0,3.0,Unknown,12.0,4.0,Male,44.0,2.0,3.0,Manufacturing Director,3.0,Single,9526.0,5K-10K,8787.0,0.0,Y,Unknown,21.0,4.0,2.0,80.0,0.0,10.0,2.0,3.0,9.0,7.0,1.0,0.0
Rm735,35.0,18-25,No,Travel_Rarely,217.0,Research & Development,0.0,1.0,Life Sciences,1019.0,2.0,Male,94.0,3.0,1.0,Laboratory Technician,1.0,Unknown,2451.0,Upto 5K,6881.0,1.0,Y,No,15.0,3.0,1.0,80.0,1.0,4.0,3.0,2.0,4.0,3.0,1.0,1.0
Rm191,52.0,Unknown,No,Travel_Rarely,699.0,Research & Development,1.0,4.0,Life Sciences,259.0,3.0,Male,65.0,2.0,0.0,Manager,3.0,Married,19999.0,15K+,5678.0,0.0,Y,No,14.0,3.0,1.0,80.0,1.0,34.0,5.0,3.0,33.0,18.0,11.0,9.0
Rm268,25.0,18-25,No,Non-Travel,675.0,Research & Development,5.0,2.0,Life Sciences,369.0,2.0,Male,85.0,4.0,2.0,Healthcare Representative,1.0,Divorced,4000.0,Upto 5K,18384.0,1.0,Y,No,12.0,3.0,3.0,80.0,2.0,6.0,2.0,3.0,6.0,3.0,1.0,5.0
Rm1383,31.0,26-35,No,Non-Travel,976.0,Research & Development,3.0,2.0,Medical,1948.0,3.0,Male,48.0,3.0,1.0,Research Scientist,1.0,Divorced,3065.0,Upto 5K,3995.0,1.0,Y,Yes,13.0,3.0,4.0,0.0,1.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0
Rm559,35.0,26-35,No,Travel_Frequently,430.0,Research & Development,0.0,4.0,Unknown,772.0,1.0,Male,80.0,3.0,2.0,Laboratory Technician,4.0,Married,5309.0,5K-10K,21146.0,1.0,Y,No,15.0,3.0,4.0,80.0,2.0,10.0,0.0,3.0,0.0,8.0,4.0,7.0
Rm1338,35.0,26-35,No,Travel_Rarely,1172.0,Sales,3.0,3.0,Medical,1875.0,2.0,Female,78.0,3.0,1.0,Sales Representative,2.0,Married,2856.0,Upto 5K,3692.0,1.0,Y,No,19.0,3.0,4.0,80.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0
Rm1042,28.0,26-35,No,Travel_Rarely,866.0,Sales,5.0,3.0,Medical,1469.0,4.0,Male,84.0,3.0,2.0,Sales Executive,1.0,Single,8463.0,5K-10K,23490.0,0.0,Unknown,No,18.0,3.0,4.0,80.0,0.0,6.0,4.0,3.0,5.0,4.0,1.0,3.0
Rm594,36.0,36-45,No,Travel_Rarely,676.0,Research & Development,1.0,3.0,Other,823.0,3.0,Female,35.0,3.0,2.0,Manufacturing Director,2.0,Married,5228.0,Unknown,23361.0,0.0,Y,No,15.0,3.0,1.0,80.0,1.0,10.0,2.0,3.0,9.0,7.0,0.0,5.0
Rm681,36.0,36-45,No,Unknown,188.0,Research & Development,7.0,4.0,Other,949.0,3.0,Male,65.0,3.0,1.0,Research Scientist,4.0,Single,4678.0,Upto 5K,23293.0,2.0,Y,No,18.0,3.0,3.0,80.0,0.0,8.0,6.0,3.0,6.0,2.0,0.0,0.0
